date,location,new_cases
2020-04-10,Tempelhof-Schoeneberg,11
2020-04-11,Tempelhof-Schoeneberg,2
2020-04-12,Tempelhof-Schoeneberg,6
2020-04-13,Tempelhof-Schoeneberg,2
2020-04-14,Tempelhof-Schoeneberg,6
2020-04-15,Tempelhof-Schoeneberg,17
2020-04-16,Tempelhof-Schoeneberg,8
2020-04-17,Tempelhof-Schoeneberg,8
2020-04-18,Tempelhof-Schoeneberg,9
2020-04-19,Tempelhof-Schoeneberg,3
2020-04-20,Tempelhof-Schoeneberg,6
2020-04-21,Tempelhof-Schoeneberg,1
2020-04-22,Tempelhof-Schoeneberg,12
2020-04-23,Tempelhof-Schoeneberg,11
2020-04-24,Tempelhof-Schoeneberg,7
2020-04-25,Tempelhof-Schoeneberg,0
2020-04-26,Tempelhof-Schoeneberg,1
2020-04-27,Tempelhof-Schoeneberg,2
2020-04-28,Tempelhof-Schoeneberg,13
2020-04-29,Tempelhof-Schoeneberg,6
2020-04-30,Tempelhof-Schoeneberg,3
2020-05-01,Tempelhof-Schoeneberg,6
2020-05-02,Tempelhof-Schoeneberg,0
2020-05-03,Tempelhof-Schoeneberg,8
2020-05-04,Tempelhof-Schoeneberg,6
2020-05-05,Tempelhof-Schoeneberg,4
2020-05-06,Tempelhof-Schoeneberg,9
2020-05-07,Tempelhof-Schoeneberg,5
2020-05-08,Tempelhof-Schoeneberg,3
2020-05-09,Tempelhof-Schoeneberg,3
2020-05-10,Tempelhof-Schoeneberg,1
2020-05-11,Tempelhof-Schoeneberg,3
2020-05-12,Tempelhof-Schoeneberg,0
2020-05-13,Tempelhof-Schoeneberg,10
2020-05-14,Tempelhof-Schoeneberg,2
2020-05-15,Tempelhof-Schoeneberg,1
2020-05-16,Tempelhof-Schoeneberg,0
2020-05-17,Tempelhof-Schoeneberg,2
2020-05-18,Tempelhof-Schoeneberg,0
2020-05-19,Tempelhof-Schoeneberg,1
2020-05-20,Tempelhof-Schoeneberg,3
2020-05-21,Tempelhof-Schoeneberg,1
2020-05-22,Tempelhof-Schoeneberg,1
2020-05-23,Tempelhof-Schoeneberg,1
2020-05-24,Tempelhof-Schoeneberg,0
2020-05-25,Tempelhof-Schoeneberg,0
2020-05-26,Tempelhof-Schoeneberg,2
2020-05-27,Tempelhof-Schoeneberg,4
2020-05-28,Tempelhof-Schoeneberg,5
2020-05-29,Tempelhof-Schoeneberg,0
2020-05-30,Tempelhof-Schoeneberg,1
2020-05-31,Tempelhof-Schoeneberg,0
2020-06-01,Tempelhof-Schoeneberg,0
2020-06-02,Tempelhof-Schoeneberg,8
2020-06-03,Tempelhof-Schoeneberg,0
2020-06-04,Tempelhof-Schoeneberg,1
2020-06-05,Tempelhof-Schoeneberg,1
2020-06-06,Tempelhof-Schoeneberg,2
2020-06-07,Tempelhof-Schoeneberg,0
2020-06-08,Tempelhof-Schoeneberg,0
2020-06-09,Tempelhof-Schoeneberg,16
2020-06-10,Tempelhof-Schoeneberg,4
2020-06-11,Tempelhof-Schoeneberg,3
2020-06-12,Tempelhof-Schoeneberg,1
2020-06-13,Tempelhof-Schoeneberg,6
2020-06-14,Tempelhof-Schoeneberg,0
2020-06-15,Tempelhof-Schoeneberg,0
2020-06-16,Tempelhof-Schoeneberg,1
2020-06-17,Tempelhof-Schoeneberg,5
2020-06-18,Tempelhof-Schoeneberg,16
2020-06-19,Tempelhof-Schoeneberg,8
2020-06-20,Tempelhof-Schoeneberg,4
2020-06-21,Tempelhof-Schoeneberg,3
2020-06-22,Tempelhof-Schoeneberg,6
2020-06-23,Tempelhof-Schoeneberg,11
2020-06-24,Tempelhof-Schoeneberg,4
2020-06-25,Tempelhof-Schoeneberg,12
2020-06-26,Tempelhof-Schoeneberg,1
2020-06-27,Tempelhof-Schoeneberg,2
2020-06-28,Tempelhof-Schoeneberg,0
2020-06-29,Tempelhof-Schoeneberg,1
2020-06-30,Tempelhof-Schoeneberg,3
2020-07-01,Tempelhof-Schoeneberg,1
2020-07-02,Tempelhof-Schoeneberg,2
2020-07-03,Tempelhof-Schoeneberg,5
2020-07-04,Tempelhof-Schoeneberg,11
2020-07-05,Tempelhof-Schoeneberg,1
2020-07-06,Tempelhof-Schoeneberg,1
2020-07-07,Tempelhof-Schoeneberg,2
2020-07-08,Tempelhof-Schoeneberg,3
2020-07-09,Tempelhof-Schoeneberg,2
2020-07-10,Tempelhof-Schoeneberg,0
2020-07-11,Tempelhof-Schoeneberg,1
2020-07-12,Tempelhof-Schoeneberg,1
2020-07-13,Tempelhof-Schoeneberg,1
2020-07-14,Tempelhof-Schoeneberg,5
2020-07-15,Tempelhof-Schoeneberg,5
2020-07-16,Tempelhof-Schoeneberg,3
2020-07-17,Tempelhof-Schoeneberg,1
2020-07-18,Tempelhof-Schoeneberg,1
2020-07-19,Tempelhof-Schoeneberg,0
2020-07-20,Tempelhof-Schoeneberg,2
2020-07-21,Tempelhof-Schoeneberg,2
2020-07-22,Tempelhof-Schoeneberg,1
2020-07-23,Tempelhof-Schoeneberg,2
2020-07-24,Tempelhof-Schoeneberg,4
2020-07-25,Tempelhof-Schoeneberg,4
2020-07-26,Tempelhof-Schoeneberg,3
2020-07-27,Tempelhof-Schoeneberg,1
2020-07-28,Tempelhof-Schoeneberg,5
2020-07-29,Tempelhof-Schoeneberg,6
2020-07-30,Tempelhof-Schoeneberg,1
2020-07-31,Tempelhof-Schoeneberg,4
2020-08-01,Tempelhof-Schoeneberg,4
2020-08-02,Tempelhof-Schoeneberg,0
2020-08-03,Tempelhof-Schoeneberg,1
2020-08-04,Tempelhof-Schoeneberg,4
2020-08-05,Tempelhof-Schoeneberg,9
2020-08-06,Tempelhof-Schoeneberg,7
2020-08-07,Tempelhof-Schoeneberg,6
2020-08-08,Tempelhof-Schoeneberg,4
2020-08-09,Tempelhof-Schoeneberg,1
2020-08-10,Tempelhof-Schoeneberg,1
2020-08-11,Tempelhof-Schoeneberg,11
2020-08-12,Tempelhof-Schoeneberg,7
2020-08-13,Tempelhof-Schoeneberg,9
2020-08-14,Tempelhof-Schoeneberg,5
2020-08-15,Tempelhof-Schoeneberg,11
2020-08-16,Tempelhof-Schoeneberg,0
2020-08-17,Tempelhof-Schoeneberg,5
2020-08-18,Tempelhof-Schoeneberg,12
2020-08-19,Tempelhof-Schoeneberg,3
2020-08-20,Tempelhof-Schoeneberg,4
2020-08-21,Tempelhof-Schoeneberg,4
2020-08-22,Tempelhof-Schoeneberg,5
2020-08-23,Tempelhof-Schoeneberg,0
2020-08-24,Tempelhof-Schoeneberg,10
2020-08-25,Tempelhof-Schoeneberg,3
2020-08-26,Tempelhof-Schoeneberg,7
2020-08-27,Tempelhof-Schoeneberg,6
2020-08-28,Tempelhof-Schoeneberg,12
2020-08-29,Tempelhof-Schoeneberg,5
2020-08-30,Tempelhof-Schoeneberg,2
2020-08-31,Tempelhof-Schoeneberg,4
2020-09-01,Tempelhof-Schoeneberg,6
2020-09-02,Tempelhof-Schoeneberg,6
2020-09-03,Tempelhof-Schoeneberg,5
2020-09-04,Tempelhof-Schoeneberg,12
2020-09-05,Tempelhof-Schoeneberg,9
2020-09-06,Tempelhof-Schoeneberg,1
2020-09-07,Tempelhof-Schoeneberg,2
2020-09-08,Tempelhof-Schoeneberg,9
2020-09-09,Tempelhof-Schoeneberg,5
2020-09-10,Tempelhof-Schoeneberg,20
2020-09-11,Tempelhof-Schoeneberg,17
2020-09-12,Tempelhof-Schoeneberg,10
2020-09-13,Tempelhof-Schoeneberg,1
2020-09-14,Tempelhof-Schoeneberg,7
2020-09-15,Tempelhof-Schoeneberg,18
2020-09-16,Tempelhof-Schoeneberg,14
2020-09-17,Tempelhof-Schoeneberg,18
2020-09-18,Tempelhof-Schoeneberg,15
2020-09-19,Tempelhof-Schoeneberg,5
2020-09-20,Tempelhof-Schoeneberg,10
2020-09-21,Tempelhof-Schoeneberg,8
2020-09-22,Tempelhof-Schoeneberg,17
2020-09-23,Tempelhof-Schoeneberg,24
2020-09-24,Tempelhof-Schoeneberg,23
2020-09-25,Tempelhof-Schoeneberg,25
2020-09-26,Tempelhof-Schoeneberg,19
2020-09-27,Tempelhof-Schoeneberg,6
2020-09-28,Tempelhof-Schoeneberg,15
2020-09-29,Tempelhof-Schoeneberg,18
2020-09-30,Tempelhof-Schoeneberg,28
2020-10-01,Tempelhof-Schoeneberg,45
2020-10-02,Tempelhof-Schoeneberg,46
2020-10-03,Tempelhof-Schoeneberg,13
2020-10-04,Tempelhof-Schoeneberg,18
2020-10-05,Tempelhof-Schoeneberg,28
2020-10-06,Tempelhof-Schoeneberg,41
2020-10-07,Tempelhof-Schoeneberg,58
2020-10-08,Tempelhof-Schoeneberg,47
2020-10-09,Tempelhof-Schoeneberg,58
2020-10-10,Tempelhof-Schoeneberg,28
2020-10-11,Tempelhof-Schoeneberg,41
2020-10-12,Tempelhof-Schoeneberg,47
2020-10-13,Tempelhof-Schoeneberg,50
2020-10-14,Tempelhof-Schoeneberg,61
2020-10-15,Tempelhof-Schoeneberg,80
2020-10-16,Tempelhof-Schoeneberg,44
2020-10-17,Tempelhof-Schoeneberg,31
2020-10-18,Tempelhof-Schoeneberg,30
2020-10-19,Tempelhof-Schoeneberg,99
2020-10-20,Tempelhof-Schoeneberg,150
2020-10-21,Tempelhof-Schoeneberg,75
2020-10-22,Tempelhof-Schoeneberg,111
2020-10-23,Tempelhof-Schoeneberg,73
2020-10-24,Tempelhof-Schoeneberg,47
2020-10-25,Tempelhof-Schoeneberg,3
2020-10-26,Tempelhof-Schoeneberg,99
2020-10-27,Tempelhof-Schoeneberg,97
2020-10-28,Tempelhof-Schoeneberg,93
2020-10-29,Tempelhof-Schoeneberg,75
2020-10-30,Tempelhof-Schoeneberg,124
2020-10-31,Tempelhof-Schoeneberg,64
2020-11-01,Tempelhof-Schoeneberg,82
2020-11-02,Tempelhof-Schoeneberg,100
2020-11-03,Tempelhof-Schoeneberg,217
2020-11-04,Tempelhof-Schoeneberg,171
2020-11-05,Tempelhof-Schoeneberg,150
2020-11-06,Tempelhof-Schoeneberg,95
2020-11-07,Tempelhof-Schoeneberg,101
2020-11-08,Tempelhof-Schoeneberg,48
2020-11-09,Tempelhof-Schoeneberg,164
2020-11-10,Tempelhof-Schoeneberg,191
2020-11-11,Tempelhof-Schoeneberg,188
2020-11-12,Tempelhof-Schoeneberg,168
2020-11-13,Tempelhof-Schoeneberg,95
2020-11-14,Tempelhof-Schoeneberg,101
2020-11-15,Tempelhof-Schoeneberg,73
2020-11-16,Tempelhof-Schoeneberg,182
2020-11-17,Tempelhof-Schoeneberg,159
2020-11-18,Tempelhof-Schoeneberg,104
2020-11-19,Tempelhof-Schoeneberg,91
2020-11-20,Tempelhof-Schoeneberg,140
2020-11-21,Tempelhof-Schoeneberg,86
2020-11-22,Tempelhof-Schoeneberg,125
2020-11-23,Tempelhof-Schoeneberg,232
2020-11-24,Tempelhof-Schoeneberg,113
2020-11-25,Tempelhof-Schoeneberg,140
2020-11-26,Tempelhof-Schoeneberg,131
2020-11-27,Tempelhof-Schoeneberg,155
2020-11-28,Tempelhof-Schoeneberg,69
2020-11-29,Tempelhof-Schoeneberg,38
2020-11-30,Tempelhof-Schoeneberg,87
2020-12-01,Tempelhof-Schoeneberg,82
2020-12-02,Tempelhof-Schoeneberg,108
2020-12-03,Tempelhof-Schoeneberg,105
2020-12-04,Tempelhof-Schoeneberg,138
2020-12-05,Tempelhof-Schoeneberg,66
2020-12-06,Tempelhof-Schoeneberg,67
2020-12-07,Tempelhof-Schoeneberg,74
2020-12-08,Tempelhof-Schoeneberg,102
2020-12-09,Tempelhof-Schoeneberg,89
2020-12-10,Tempelhof-Schoeneberg,104
2020-12-11,Tempelhof-Schoeneberg,118
2020-12-12,Tempelhof-Schoeneberg,123
2020-12-13,Tempelhof-Schoeneberg,73
2020-12-14,Tempelhof-Schoeneberg,93
2020-12-15,Tempelhof-Schoeneberg,95
2020-12-16,Tempelhof-Schoeneberg,132
2020-12-17,Tempelhof-Schoeneberg,164
2020-12-18,Tempelhof-Schoeneberg,170
2020-12-19,Tempelhof-Schoeneberg,69
2020-12-20,Tempelhof-Schoeneberg,89
2020-12-21,Tempelhof-Schoeneberg,125
2020-12-22,Tempelhof-Schoeneberg,130
2020-12-23,Tempelhof-Schoeneberg,135
2020-12-24,Tempelhof-Schoeneberg,95
2020-12-25,Tempelhof-Schoeneberg,89
2020-12-26,Tempelhof-Schoeneberg,58
2020-12-27,Tempelhof-Schoeneberg,48
2020-12-28,Tempelhof-Schoeneberg,74
2020-12-29,Tempelhof-Schoeneberg,115
2020-12-30,Tempelhof-Schoeneberg,100
2020-12-31,Tempelhof-Schoeneberg,88
2021-01-01,Tempelhof-Schoeneberg,23
2021-01-02,Tempelhof-Schoeneberg,19
2021-01-03,Tempelhof-Schoeneberg,38
2021-01-04,Tempelhof-Schoeneberg,64
2021-01-05,Tempelhof-Schoeneberg,111
2021-01-06,Tempelhof-Schoeneberg,130
2021-01-07,Tempelhof-Schoeneberg,174
2021-01-08,Tempelhof-Schoeneberg,107
2021-01-09,Tempelhof-Schoeneberg,51
2021-01-10,Tempelhof-Schoeneberg,44
2021-01-11,Tempelhof-Schoeneberg,84
2021-01-12,Tempelhof-Schoeneberg,82
2021-01-13,Tempelhof-Schoeneberg,99
2021-01-14,Tempelhof-Schoeneberg,96
2021-01-15,Tempelhof-Schoeneberg,85
2021-01-16,Tempelhof-Schoeneberg,41
2021-01-17,Tempelhof-Schoeneberg,40
2021-01-18,Tempelhof-Schoeneberg,16
2021-01-19,Tempelhof-Schoeneberg,66
2021-01-20,Tempelhof-Schoeneberg,92
2021-01-21,Tempelhof-Schoeneberg,38
2021-01-22,Tempelhof-Schoeneberg,73
2021-01-23,Tempelhof-Schoeneberg,38
2021-01-24,Tempelhof-Schoeneberg,20
2021-01-25,Tempelhof-Schoeneberg,22
2021-01-26,Tempelhof-Schoeneberg,65
2021-01-27,Tempelhof-Schoeneberg,41
2021-01-28,Tempelhof-Schoeneberg,32
2021-01-29,Tempelhof-Schoeneberg,47
2021-01-30,Tempelhof-Schoeneberg,37
2021-01-31,Tempelhof-Schoeneberg,19
2021-02-01,Tempelhof-Schoeneberg,18
2021-02-02,Tempelhof-Schoeneberg,45
2021-02-03,Tempelhof-Schoeneberg,41
2021-02-04,Tempelhof-Schoeneberg,41
2021-02-05,Tempelhof-Schoeneberg,46
2021-02-06,Tempelhof-Schoeneberg,41
2021-02-07,Tempelhof-Schoeneberg,5
2021-02-08,Tempelhof-Schoeneberg,7
2021-02-09,Tempelhof-Schoeneberg,37
2021-02-10,Tempelhof-Schoeneberg,35
2021-02-11,Tempelhof-Schoeneberg,20
2021-02-12,Tempelhof-Schoeneberg,29
2021-02-13,Tempelhof-Schoeneberg,27
2021-02-14,Tempelhof-Schoeneberg,5
2021-02-15,Tempelhof-Schoeneberg,7
2021-02-16,Tempelhof-Schoeneberg,27
2021-02-17,Tempelhof-Schoeneberg,28
2021-02-18,Tempelhof-Schoeneberg,21
2021-02-19,Tempelhof-Schoeneberg,44
2021-02-20,Tempelhof-Schoeneberg,38
2021-02-21,Tempelhof-Schoeneberg,7
2021-02-22,Tempelhof-Schoeneberg,15
2021-02-23,Tempelhof-Schoeneberg,50
2021-02-24,Tempelhof-Schoeneberg,44
2021-02-25,Tempelhof-Schoeneberg,44
2021-02-26,Tempelhof-Schoeneberg,32
2021-02-27,Tempelhof-Schoeneberg,29
2021-02-28,Tempelhof-Schoeneberg,7
2021-03-01,Tempelhof-Schoeneberg,25
2021-03-02,Tempelhof-Schoeneberg,48
2021-03-03,Tempelhof-Schoeneberg,80
2021-03-04,Tempelhof-Schoeneberg,63
2021-03-05,Tempelhof-Schoeneberg,61
2021-03-06,Tempelhof-Schoeneberg,37
2021-03-07,Tempelhof-Schoeneberg,15
2021-03-08,Tempelhof-Schoeneberg,15
2021-03-09,Tempelhof-Schoeneberg,35
2021-03-10,Tempelhof-Schoeneberg,64
2021-03-11,Tempelhof-Schoeneberg,64
2021-03-12,Tempelhof-Schoeneberg,71
2021-03-13,Tempelhof-Schoeneberg,60
2021-03-14,Tempelhof-Schoeneberg,23
2021-03-15,Tempelhof-Schoeneberg,32
2021-03-16,Tempelhof-Schoeneberg,61
2021-03-17,Tempelhof-Schoeneberg,83
2021-03-18,Tempelhof-Schoeneberg,57
2021-03-19,Tempelhof-Schoeneberg,67
2021-03-20,Tempelhof-Schoeneberg,41
2021-03-21,Tempelhof-Schoeneberg,20
2021-03-22,Tempelhof-Schoeneberg,31
2021-03-23,Tempelhof-Schoeneberg,67
2021-03-24,Tempelhof-Schoeneberg,90
2021-03-25,Tempelhof-Schoeneberg,60
2021-03-26,Tempelhof-Schoeneberg,74
2021-03-27,Tempelhof-Schoeneberg,71
2021-03-28,Tempelhof-Schoeneberg,53
2021-03-29,Tempelhof-Schoeneberg,21
2021-03-30,Tempelhof-Schoeneberg,67
2021-03-31,Tempelhof-Schoeneberg,104
2021-04-01,Tempelhof-Schoeneberg,65
2021-04-02,Tempelhof-Schoeneberg,79
2021-04-03,Tempelhof-Schoeneberg,28
2021-04-04,Tempelhof-Schoeneberg,15
2021-04-05,Tempelhof-Schoeneberg,33
2021-04-06,Tempelhof-Schoeneberg,38
2021-04-07,Tempelhof-Schoeneberg,76
2021-04-08,Tempelhof-Schoeneberg,97
2021-04-09,Tempelhof-Schoeneberg,89
2021-04-10,Tempelhof-Schoeneberg,69
2021-04-11,Tempelhof-Schoeneberg,50
2021-04-12,Tempelhof-Schoeneberg,43
2021-04-13,Tempelhof-Schoeneberg,93
2021-04-14,Tempelhof-Schoeneberg,140
2021-04-15,Tempelhof-Schoeneberg,91
2021-04-16,Tempelhof-Schoeneberg,119
2021-04-17,Tempelhof-Schoeneberg,38
2021-04-18,Tempelhof-Schoeneberg,53
2021-04-19,Tempelhof-Schoeneberg,37
2021-04-20,Tempelhof-Schoeneberg,103
2021-04-21,Tempelhof-Schoeneberg,103
2021-04-22,Tempelhof-Schoeneberg,98
2021-04-23,Tempelhof-Schoeneberg,54
2021-04-24,Tempelhof-Schoeneberg,72
2021-04-25,Tempelhof-Schoeneberg,34
2021-04-26,Tempelhof-Schoeneberg,35
2021-04-27,Tempelhof-Schoeneberg,75
2021-04-28,Tempelhof-Schoeneberg,97
2021-04-29,Tempelhof-Schoeneberg,78
2021-04-30,Tempelhof-Schoeneberg,83
2021-05-01,Tempelhof-Schoeneberg,52
2021-05-02,Tempelhof-Schoeneberg,17
2021-05-03,Tempelhof-Schoeneberg,18
2021-05-04,Tempelhof-Schoeneberg,61
2021-05-05,Tempelhof-Schoeneberg,70
2021-05-06,Tempelhof-Schoeneberg,67
2021-05-07,Tempelhof-Schoeneberg,52
2021-05-08,Tempelhof-Schoeneberg,38
2021-05-09,Tempelhof-Schoeneberg,10
2021-05-10,Tempelhof-Schoeneberg,22
2021-05-11,Tempelhof-Schoeneberg,38
2021-05-12,Tempelhof-Schoeneberg,50
2021-05-13,Tempelhof-Schoeneberg,29
2021-05-14,Tempelhof-Schoeneberg,19
2021-05-15,Tempelhof-Schoeneberg,22
2021-05-16,Tempelhof-Schoeneberg,14
2021-05-17,Tempelhof-Schoeneberg,12
2021-05-18,Tempelhof-Schoeneberg,49
2021-05-19,Tempelhof-Schoeneberg,47
2021-05-20,Tempelhof-Schoeneberg,23
2021-05-21,Tempelhof-Schoeneberg,24
2021-05-22,Tempelhof-Schoeneberg,19
2021-05-23,Tempelhof-Schoeneberg,6
2021-05-24,Tempelhof-Schoeneberg,11
2021-05-25,Tempelhof-Schoeneberg,5
2021-05-26,Tempelhof-Schoeneberg,46
2021-05-27,Tempelhof-Schoeneberg,12
2021-05-28,Tempelhof-Schoeneberg,30
2021-05-29,Tempelhof-Schoeneberg,7
2021-05-30,Tempelhof-Schoeneberg,4
2021-05-31,Tempelhof-Schoeneberg,9
2021-06-01,Tempelhof-Schoeneberg,12
2021-06-02,Tempelhof-Schoeneberg,14
2021-06-03,Tempelhof-Schoeneberg,9
2021-06-04,Tempelhof-Schoeneberg,19
2021-06-05,Tempelhof-Schoeneberg,3
2021-06-06,Tempelhof-Schoeneberg,0
2021-06-07,Tempelhof-Schoeneberg,2
2021-06-08,Tempelhof-Schoeneberg,18
2021-06-09,Tempelhof-Schoeneberg,6
2021-06-10,Tempelhof-Schoeneberg,5
2021-06-11,Tempelhof-Schoeneberg,10
2021-06-12,Tempelhof-Schoeneberg,2
2021-06-13,Tempelhof-Schoeneberg,3
2021-06-14,Tempelhof-Schoeneberg,2
2021-06-15,Tempelhof-Schoeneberg,3
2021-06-16,Tempelhof-Schoeneberg,5
2021-06-17,Tempelhof-Schoeneberg,0
2021-06-18,Tempelhof-Schoeneberg,4
2021-06-19,Tempelhof-Schoeneberg,1
2021-06-20,Tempelhof-Schoeneberg,0
2021-06-21,Tempelhof-Schoeneberg,3
2021-06-22,Tempelhof-Schoeneberg,4
2021-06-23,Tempelhof-Schoeneberg,5
2021-06-24,Tempelhof-Schoeneberg,4
2021-06-25,Tempelhof-Schoeneberg,3
2021-06-26,Tempelhof-Schoeneberg,0
2021-06-27,Tempelhof-Schoeneberg,0
2021-06-28,Tempelhof-Schoeneberg,2
2021-06-29,Tempelhof-Schoeneberg,1
2021-06-30,Tempelhof-Schoeneberg,4
2021-07-01,Tempelhof-Schoeneberg,1
2021-07-02,Tempelhof-Schoeneberg,1
2021-07-03,Tempelhof-Schoeneberg,0
2021-07-04,Tempelhof-Schoeneberg,0
2021-07-05,Tempelhof-Schoeneberg,6
2021-07-06,Tempelhof-Schoeneberg,2
2021-07-07,Tempelhof-Schoeneberg,6
2021-07-08,Tempelhof-Schoeneberg,0
2021-07-09,Tempelhof-Schoeneberg,3
2021-07-10,Tempelhof-Schoeneberg,0
2021-07-11,Tempelhof-Schoeneberg,0
2021-07-12,Tempelhof-Schoeneberg,9
2021-07-13,Tempelhof-Schoeneberg,9
2021-07-14,Tempelhof-Schoeneberg,14
2021-07-15,Tempelhof-Schoeneberg,12
2021-07-16,Tempelhof-Schoeneberg,11
2021-07-17,Tempelhof-Schoeneberg,1
2021-07-18,Tempelhof-Schoeneberg,1
2021-07-19,Tempelhof-Schoeneberg,21
2021-07-20,Tempelhof-Schoeneberg,15
2021-07-21,Tempelhof-Schoeneberg,11
2021-07-22,Tempelhof-Schoeneberg,10
2021-07-23,Tempelhof-Schoeneberg,18
2021-07-24,Tempelhof-Schoeneberg,0
2021-07-25,Tempelhof-Schoeneberg,0
2020-03-03,Friedrichshain-Kreuzberg,0
2020-03-04,Friedrichshain-Kreuzberg,2
2020-03-05,Friedrichshain-Kreuzberg,2
2020-03-06,Friedrichshain-Kreuzberg,0
2020-03-07,Friedrichshain-Kreuzberg,0
2020-03-08,Friedrichshain-Kreuzberg,1
2020-03-09,Friedrichshain-Kreuzberg,3
2020-03-10,Friedrichshain-Kreuzberg,4
2020-03-11,Friedrichshain-Kreuzberg,2
2020-03-12,Friedrichshain-Kreuzberg,0
2020-03-13,Friedrichshain-Kreuzberg,10
2020-03-14,Friedrichshain-Kreuzberg,5
2020-03-15,Friedrichshain-Kreuzberg,2
2020-03-16,Friedrichshain-Kreuzberg,6
2020-03-17,Friedrichshain-Kreuzberg,4
2020-03-18,Friedrichshain-Kreuzberg,19
2020-03-19,Friedrichshain-Kreuzberg,20
2020-03-20,Friedrichshain-Kreuzberg,16
2020-03-21,Friedrichshain-Kreuzberg,21
2020-03-22,Friedrichshain-Kreuzberg,9
2020-03-23,Friedrichshain-Kreuzberg,9
2020-03-24,Friedrichshain-Kreuzberg,19
2020-03-25,Friedrichshain-Kreuzberg,46
2020-03-26,Friedrichshain-Kreuzberg,19
2020-03-27,Friedrichshain-Kreuzberg,20
2020-03-28,Friedrichshain-Kreuzberg,14
2020-03-29,Friedrichshain-Kreuzberg,4
2020-03-30,Friedrichshain-Kreuzberg,13
2020-03-31,Friedrichshain-Kreuzberg,10
2020-04-01,Friedrichshain-Kreuzberg,22
2020-04-02,Friedrichshain-Kreuzberg,24
2020-04-03,Friedrichshain-Kreuzberg,17
2020-04-04,Friedrichshain-Kreuzberg,5
2020-04-05,Friedrichshain-Kreuzberg,2
2020-04-06,Friedrichshain-Kreuzberg,4
2020-04-07,Friedrichshain-Kreuzberg,9
2020-04-08,Friedrichshain-Kreuzberg,5
2020-04-09,Friedrichshain-Kreuzberg,14
2020-04-10,Friedrichshain-Kreuzberg,6
2020-04-11,Friedrichshain-Kreuzberg,5
2020-04-12,Friedrichshain-Kreuzberg,3
2020-04-13,Friedrichshain-Kreuzberg,2
2020-04-14,Friedrichshain-Kreuzberg,3
2020-04-15,Friedrichshain-Kreuzberg,7
2020-04-16,Friedrichshain-Kreuzberg,4
2020-04-17,Friedrichshain-Kreuzberg,4
2020-04-18,Friedrichshain-Kreuzberg,5
2020-04-19,Friedrichshain-Kreuzberg,4
2020-04-20,Friedrichshain-Kreuzberg,2
2020-04-21,Friedrichshain-Kreuzberg,5
2020-04-22,Friedrichshain-Kreuzberg,9
2020-04-23,Friedrichshain-Kreuzberg,5
2020-04-24,Friedrichshain-Kreuzberg,4
2020-04-25,Friedrichshain-Kreuzberg,2
2020-04-26,Friedrichshain-Kreuzberg,0
2020-04-27,Friedrichshain-Kreuzberg,1
2020-04-28,Friedrichshain-Kreuzberg,2
2020-04-29,Friedrichshain-Kreuzberg,3
2020-04-30,Friedrichshain-Kreuzberg,3
2020-05-01,Friedrichshain-Kreuzberg,1
2020-05-02,Friedrichshain-Kreuzberg,1
2020-05-03,Friedrichshain-Kreuzberg,0
2020-05-04,Friedrichshain-Kreuzberg,5
2020-05-05,Friedrichshain-Kreuzberg,5
2020-05-06,Friedrichshain-Kreuzberg,7
2020-05-07,Friedrichshain-Kreuzberg,3
2020-05-08,Friedrichshain-Kreuzberg,0
2020-05-09,Friedrichshain-Kreuzberg,0
2020-05-10,Friedrichshain-Kreuzberg,0
2020-05-11,Friedrichshain-Kreuzberg,2
2020-05-12,Friedrichshain-Kreuzberg,3
2020-05-13,Friedrichshain-Kreuzberg,4
2020-05-14,Friedrichshain-Kreuzberg,2
2020-05-15,Friedrichshain-Kreuzberg,0
2020-05-16,Friedrichshain-Kreuzberg,2
2020-05-17,Friedrichshain-Kreuzberg,2
2020-05-18,Friedrichshain-Kreuzberg,1
2020-05-19,Friedrichshain-Kreuzberg,7
2020-05-20,Friedrichshain-Kreuzberg,8
2020-05-21,Friedrichshain-Kreuzberg,0
2020-05-22,Friedrichshain-Kreuzberg,4
2020-05-23,Friedrichshain-Kreuzberg,0
2020-05-24,Friedrichshain-Kreuzberg,0
2020-05-25,Friedrichshain-Kreuzberg,2
2020-05-26,Friedrichshain-Kreuzberg,1
2020-05-27,Friedrichshain-Kreuzberg,1
2020-05-28,Friedrichshain-Kreuzberg,2
2020-05-29,Friedrichshain-Kreuzberg,1
2020-05-30,Friedrichshain-Kreuzberg,0
2020-05-31,Friedrichshain-Kreuzberg,2
2020-06-01,Friedrichshain-Kreuzberg,0
2020-06-02,Friedrichshain-Kreuzberg,12
2020-06-03,Friedrichshain-Kreuzberg,8
2020-06-04,Friedrichshain-Kreuzberg,6
2020-06-05,Friedrichshain-Kreuzberg,0
2020-06-06,Friedrichshain-Kreuzberg,4
2020-06-07,Friedrichshain-Kreuzberg,1
2020-06-08,Friedrichshain-Kreuzberg,0
2020-06-09,Friedrichshain-Kreuzberg,7
2020-06-10,Friedrichshain-Kreuzberg,1
2020-06-11,Friedrichshain-Kreuzberg,2
2020-06-12,Friedrichshain-Kreuzberg,1
2020-06-13,Friedrichshain-Kreuzberg,2
2020-06-14,Friedrichshain-Kreuzberg,0
2020-06-15,Friedrichshain-Kreuzberg,1
2020-06-16,Friedrichshain-Kreuzberg,4
